"Title","Average_2014","Male_2014","Female_2014","Gap_2014","Average_2015","Male_2015","Female_2015","Gap_2015","Average_2016","Male_2016","Female_2016","Gap_2016","Average_2017","Male_2017","Female_2017","Gap_2017","Average_2018","Male_2018","Female_2018","Gap_2018","Average_2019","Male_2019","Female_2019","Gap_2019","Average_2020","Male_2020","Female_2020","Gap_2020"
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",45868.5107696351,46606.9580936541,44379.5302317845,"2.4%",47097.7809805728,47328.9407708972,46677.0999614178,"0.7%",47261.4016115331,47114.5917620497,47559.9515174686,"-0.5%",46654.9969937929,47407.5581189434,45237.2879078822,"2.3%",46499.7868851589,46359.1845494406,46856.514847277,"-0.5%",46231.3229796022,45756.0918889087,47673.1838946887,"-2.1%",47868.9142857143,47357.0809007022,49825.7096977502,"-2.5%"
"SUPERVISOR OF RADIO AND TELEVISION OPERATORS",77228.0614034422,75856.166303877,82660.2800399734,"-4.3%",76930.4522305255,75581.733440865,86270.9112362718,"-6.6%",78045.0849021837,76678.082581789,87512.16523968,"-6.6%",81456.6001639313,80246.1754345196,88673.8668111681,"-5.0%",79187.466841691,78010.7608665859,86203.6823744475,"-5.0%",81378.7186653645,80175.4601512196,88553.2561075753,"-5.0%",83240,82011.0750365555,90567.5759616512,"-5.0%"
"SUPERVISOR OF RADIO REPAIR OPERATIONS",81262.2805872757,81262.4337433234,81127.8355273974,"0.1%",84727.140332496,84727.140332496,84727.140332496,"0.0%",85967.2116230262,85967.2116230262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUPERVISOR OF SCHOOL SECURITY",63942.7210187539,63942.7210187539,63942.7210187539,"0.0%",65717.1125669347,65755.6074147448,65681.6608350835,"0.1%",67304.6513247052,67261.6337814247,67346.4449580252,"-0.1%",69247.2896195004,69247.2896195004,69247.2896195004,"0.0%",70697.5990221996,70697.5990221996,70697.5990221996,"0.0%",70852.9079604822,70837.6291922744,70863.3263642329,"0.0%",72179,72179,72179,"0.0%"
"SUPERVISOR OF STOCK WORKERS",48693.8282035466,49082.2542769066,44028.4539709871,"5.4%",50421.0789873523,50882.7442780747,45232.7286584722,"5.9%",51293.6180634212,51488.7442813465,49311.6613996393,"2.2%",52996.6968119156,53174.3509893892,51148.5950214471,"1.9%",51034.2104398601,51129.7212252774,50128.4573396948,"1.0%",49704.0715026868,49668.1750650467,50039.5299195239,"-0.4%",52937.2672413793,52900.3712080051,53293.7293702664,"-0.4%"
"SUPERVISOR OF TRAFFIC DEVICE MAINTAINERS",65019.3164487548,64966.6963879076,67045.6463070353,"-1.6%",67522.5809104237,67456.5900623255,69951.0743304199,"-1.8%",70037.0592235176,70127.4474621561,67689.2785290847,"1.8%",70716.8386630672,70744.3005790827,70171.6529884101,"0.4%",66554.965935693,66631.0762253371,65551.8590922217,"0.8%",66151.409303594,66227.4985082253,65101.2266761098,"0.9%",74354.3333333333,74471.2614670318,72154.1887595017,"1.6%"
"SUPERVISOR OF TRAFFIC DEVICE MAINTAINERS L2 & L3",71510.4057500917,71511.8011296382,71053.2200924287,"0.3%",70614.4282221858,70613.2614934303,71015.0961538788,"-0.3%",NA,NA,NA,NA,NA,NA,NA,NA,75110.8654250406,75178.8511611495,73830.1338946322,"0.9%",75365.7565607569,75494.2710084925,72720.2247885633,"1.9%",NA,NA,NA,NA
"SUPERVISOR OF TRAFFIC DEVICE MAINTAINERS LEVEL 1 ONLY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70839.5,70899.0134605256,70091.9677551553,"0.6%"
"SUPV OF HOUSING EXTERMINATOR",56025.6417668854,56025.6417668854,56025.6417668854,"0.0%",58484.8337393807,58484.8337393807,58484.8337393807,"0.0%",59326.1803168099,59326.1803168099,59326.1803168099,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUPV OF HOUSING EXTERMINATORS",81317.5765393224,81317.5765393224,81317.5765393224,"0.0%",82389.3920650349,82389.3920650349,82389.3920650349,"0.0%",83574.4136518089,83574.4136518089,83574.4136518089,"0.0%",84659.3358396914,84659.3358396914,84659.3358396914,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUPVSNG SYSTEMS ANALYST",NA,NA,NA,NA,63222.3816172046,64768.7401620618,62446.5713046894,"1.8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59426.1403786971,66685.9535922738,52162.4698710268,"12.2%",NA,NA,NA,NA
"SURGEON",138236.627413787,138236.627413787,138236.627413787,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SURGEON DETAILED AS DEPUTY CHIEF SURGEON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153955.035409434,153955.035409434,153955.035409434,"0.0%",141766.706415768,141766.706415768,141766.706415768,"0.0%",NA,NA,NA,NA
"SURVEYOR",69376.0633186641,69907.5828261426,66871.4720235374,"2.2%",72653.7798791956,73124.3507612084,70436.5992513038,"1.9%",74640.1104911378,75113.599075915,72194.8198595318,"2.0%",74721.4382947176,75023.0866870021,72552.1961696558,"1.7%",72642.551489973,72919.116072905,70501.795177233,"1.7%",74932.2095911543,75088.8469889831,73596.8958324804,"1.0%",76190.6,76458.5887383958,74435.4783769974,"1.3%"
"SYSTEMS ADMINISTRATOR-CAM FIN BD",101443.496027079,108256.192236681,87818.1036078759,"10.4%",103747.680749988,109358.456973706,92526.1283025537,"8.3%",103895.447042489,107368.369757773,95236.1791102152,"6.0%",107898.67588429,111706.520394697,96523.7657866077,"7.3%",105997.953615118,108980.041155113,96109.1134783633,"6.3%",112314.284922886,113845.172377051,105732.381284824,"3.7%",110811.9,114310.050059516,101662.386144893,"5.9%"
"SYSTEMS ANALYST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49098.0065925482,45991.6799063535,49099.9912380459,"-3.3%",NA,NA,NA,NA
"TAX MAP CARTOGRAPHER",63464.8447272911,62707.7622278123,65716.809201839,"-2.3%",68522.359980981,68522.4188523291,68497.1065274745,"0.0%",69532.5240355786,69532.6413912073,69482.1831651009,"0.0%",70435.1544809341,70435.2739900674,70383.8898431069,"0.0%",68468.2662913654,68468.4240343724,68423.2085788451,"0.0%",70275.0680104306,70275.3994307555,70180.4011088402,"0.1%",75379,75391.6102786725,71777,"2.5%"
"TAXI AND LIMOUSINE INSPECTOR",41022.5275521845,41038.5660327803,40930.5279776397,"0.1%",41095.0924762846,41136.9557586493,40869.1966988838,"0.3%",44738.0285009946,44736.7378655436,44743.693353678,"0.0%",44505.8912974703,44432.3609787807,44910.9690269737,"-0.5%",42936.9596682323,43016.1517735179,42579.1163783584,"0.5%",41628.4062003234,41457.3530434693,42721.1793985894,"-1.5%",50612.3612903226,50600.4044485682,50684.2357472798,"-0.1%"
"TEACH ASST VOCATION - REG SUB",47029.6745581456,46632.4723462883,47337.7870275311,"-0.8%",49560.2632701751,49519.0200785944,49598.5536286594,"-0.1%",50898.6771830841,50897.3154397639,50899.6379578774,"0.0%",52198.1623379955,52007.2480975058,52343.5309939101,"-0.3%",53566.035898384,53252.1531358102,53954.1738628877,"-0.7%",53779.3756673081,53414.8164250429,54251.6670762186,"-0.8%",54798.4,54598.2472538623,55132.7836922065,"-0.5%"
"TEACHER",81777.0723106718,81377.7759425027,81928.205322354,"-0.3%",86143.6710888283,85647.230434852,86331.5469903823,"-0.4%",88010.24793919,87580.4340861692,88171.1792019631,"-0.3%",90339.3290654108,89863.1470259645,90517.935638411,"-0.4%",92388.6930550801,91737.5628054158,92634.2544085298,"-0.5%",93378.7217586805,92641.4868823335,93659.6524172946,"-0.5%",95865.3641831882,94871.9548857388,96245.3468286343,"-0.7%"
"TEACHER-REG SUB",70623.957828633,88060.2979966168,56567.8414882907,"21.8%",69243.2911797803,87700.7900047216,58923.7313712011,"19.6%",66945.2154628401,78641.1761981611,60126.9684435127,"13.3%",66076.8322576166,78011.635994158,60641.6522334907,"12.5%",67231.1567299954,78284.37505298,62076.5090826644,"11.5%",67375.0926088784,74977.5695903121,62472.2111726648,"9.1%",72809.9260869565,84491.3465704213,64119.3440161598,"13.7%"
"TEACHER AIDE",23876.5143776142,23817.9806815,23915.422922778,"-0.2%",25045.5896540786,24984.9392087541,25080.8068353545,"-0.2%",25496.1702831242,25436.5178965647,25536.1311194711,"-0.2%",26212.4742038897,26175.6908758162,26239.135844396,"-0.1%",26747.5910543256,26712.9731690111,26774.9415537845,"-0.1%",27556.9567364746,27520.7363283405,27584.6821823221,"-0.1%",28080.6277372263,28007.8753400159,28139.2233471532,"-0.2%"
"TEACHER ASSIGNED A",92096.0240998007,91654.8341958594,92225.3847258575,"-0.3%",98554.5137843746,99340.9895902566,98373.6469946769,"0.5%",100608.282286251,102234.359820761,100342.863792869,"0.9%",100997.99870479,101772.354740498,100875.600497935,"0.4%",100972.296403081,99018.1683734556,101231.141601099,"-1.1%",101968.745216419,97775.2437069561,102457.039792611,"-2.3%",104738.329113924,101808.148700868,105068.47636587,"-1.6%"
"TEACHER ASSIGNED B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104461.186283721,104461.186283721,NA,NA,84348.7128644255,71932.745882961,84363.4031840433,"-8.0%",85702.75,86347,85702.3690935917,"0.4%"
"TEACHER ASSISTANT - REG SUB",24395.2729617967,24395.2729617967,24395.2729617967,"0.0%",24351.5444527197,24351.5444527197,24351.5444527197,"0.0%",24099.352888267,24099.352888267,24099.352888267,"0.0%",23701.1168036563,23701.1168036563,23701.1168036563,"0.0%",23040.8757206102,23040.8757206102,23040.8757206103,"0.0%",22659.6306998379,22659.6306998379,22659.6306998379,"0.0%",22500,22500,22500,"0.0%"
"TEACHER ATTENDANCE",85247.5431906179,89006.6133408891,82478.400503314,"3.8%",90330.7498250675,93328.7828732826,88079.1532443838,"2.9%",92512.0726174132,95042.8142930623,90622.344801839,"2.4%",95139.9224230837,98794.8009029703,92649.3497438745,"3.2%",98026.3030709035,101568.194657605,95689.9914241211,"3.0%",97952.7981700053,101251.590962179,95804.0787625042,"2.8%",100472.755033557,102588.940500857,99104.6201638952,"1.7%"
"TEACHER ATTENDANCE-REG SUB",49365.190131138,49365.190131138,49365.190131138,"0.0%",61886.4739267095,61886.4739267095,61886.4739267095,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,62913.879184317,62913.879184317,62913.879184317,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA
"TEACHER OF LIBRARY",74704.8312151447,74704.8312151447,74704.8312151447,"0.0%",74570.922859415,74570.922859415,74570.922859415,"0.0%",73798.6450379772,73798.6450379772,73798.6450379772,"0.0%",82528.3420933004,82528.3420933004,82528.3420933004,"0.0%",84255.8743351276,84255.8743351276,84255.8743351275,"0.0%",82861.7375431673,82861.7375431673,82861.7375431672,"0.0%",86023,86023,86023,"0.0%"
"TEACHER RESOURCE ROOM",105280.782111107,102085.001353112,105282.535393179,"-1.5%",110442.371274568,107090.516467009,110444.210182612,"-1.5%",113112.72271637,109679.90378273,113114.606043278,"-1.5%",116305.593687418,112776.234049611,116307.529978875,"-1.5%",118740.384996974,115136.792034271,118742.362014616,"-1.5%",122726.574059718,NA,122726.574059718,NA,124909,NA,124909,NA
"TEACHER SPECIAL EDUCATION",75458.778640637,75805.2247618174,75377.8606801814,"0.3%",79264.6224095273,79589.5669919514,79189.9095123458,"0.3%",81547.5384778645,81947.0396502319,81457.1942348254,"0.3%",84545.632163141,84595.6152376165,84534.4952569916,"0.0%",86450.2155582569,86166.1545519821,86512.843045542,"-0.2%",87257.7520906265,86376.3741494541,87452.9301940703,"-0.6%",88860.1751008434,87766.8159343424,89100.1558999863,"-0.8%"
"TEACHER SPECIAL EDUCATION-REG SUB",53539.4105644821,50895.410922823,53825.5176482102,"-2.8%",57808.2785298937,57665.3632254865,57846.4825497439,"-0.2%",58097.9882571486,57527.6378606471,58266.5228790514,"-0.6%",59115.4467273546,58802.7219442984,59272.4552377414,"-0.4%",60380.197386964,60260.0860118552,60431.0507709381,"-0.1%",60509.7551303759,60097.9100902815,60690.9970053656,"-0.5%",61721.603286385,61333.1658915151,61904.2679381713,"-0.5%"
"TEACHER TRAINER",95328.5949770477,108476.562869102,95317.5937508673,"6.5%",101758.069377296,113794.226082127,101747.998430718,"5.6%",104218.454877074,116545.54165001,104208.140502195,"5.6%",107159.596058629,119834.953325225,107148.990277314,"5.6%",110688.878981272,122343.977959678,110679.12687501,"5.0%",111035.211713299,122726.574059718,111025.42926459,"5.0%",106277.666666667,105794.617886065,106278.214342665,"-0.2%"
"TELECOMMUNICATION MANAGER",112675.802521593,112439.076904994,113239.156780995,"-0.4%",118843.618034394,118753.842238871,119198.364427464,"-0.2%",120651.765358642,120552.624113525,121009.078167117,"-0.2%",123217.118184032,121942.059717396,140088.193905773,"-6.9%",118384.827904275,116546.859001568,132426.74849189,"-6.4%",142187.168452087,142394.844411042,140630.435039863,"0.6%",141547.5,143510.952363939,129835.718485055,"5.0%"
"TELECOMMUNICATIONS ASSOCIATE",73424.4931056538,73698.0722963236,72221.2518698964,"1.0%",75829.1043333852,76000.2702214293,75091.294582555,"0.6%",78006.2383752357,77815.596360522,78802.4915780483,"-0.6%",78978.6262916269,78929.101823536,79173.0721703864,"-0.2%",75500.7013587544,74987.0877869361,77447.9428773914,"-1.6%",77356.6581030677,77626.9380677937,76100.7943905979,"1.0%",80137.9142857143,80342.8744244561,78924.5414008297,"0.9%"
"TELECOMMUNICATIONS MANAGER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104630.760831943,99308.2105766905,130805.300512321,"-13.7%",107010.5,101566.912627566,133780.260143225,"-13.7%"
"TELEPHONE SERVICE TECHNICIAN",60315.3547526813,60810.7889067963,56988.6840980174,"3.2%",63266.6653517464,63919.045654892,59445.3651275855,"3.6%",61669.8615116644,61948.4452951475,60272.4533084443,"1.4%",62977.6858605777,63303.0010846166,61072.2358785753,"1.8%",61291.2163684883,61437.6918002057,57798.0972296964,"3.1%",64845.9643654206,65076.2367377369,59354.4712089083,"4.6%",66324.1428571429,66559.7913434838,60704.4411227709,"4.6%"
"TELEVISON EQUIPMENT OPERATOR",45690.7199059145,45690.7199059145,NA,NA,47695.476110529,47695.476110529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEMPORARY CLERK",NA,NA,NA,NA,NA,NA,NA,NA,27237.1332627507,27196.6841398488,27277.4931103909,"-0.1%",29443.2390408266,29155.2263027401,29615.1723059333,"-0.8%",29398.4506879638,29567.1504985915,29314.4154805017,"0.4%",29966.9419777449,30042.963728794,29928.9580311881,"0.2%",30313.6,30044.2501513067,30492.7841629258,"-0.7%"
"TESTS AND MEASUREMENT SPECIALIST",64029.2354427134,66028.8050507475,62749.0488607633,"2.5%",67455.596382686,70993.1103934081,64651.2294398357,"4.7%",73460.8333151895,78200.1510242543,69341.0890155019,"6.0%",76832.9751751967,78710.8385795687,75380.5631371947,"2.2%",72037.8202003376,72097.5246838337,71959.5713080224,"0.1%",67164.9271772464,66866.1440854038,67472.1783328045,"-0.5%",70481.6956521739,71305.3943319082,69206.7850286859,"1.5%"
"THERMOSTAT REPAIRER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96614.2627636398,96614.2627636398,96614.2627636398,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA
"THIRD ASSISTANT MARINE ENGINEER",70754.9654640414,70754.9654640414,70754.9654640414,"0.0%",70628.1372398036,70628.1372398036,70628.1372398036,"0.0%",74923.2815060963,74923.2815060963,74923.2815060963,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TITLE EXAMINER",42014.0812119833,42014.0812119833,42014.0812119833,"0.0%",43857.6727047804,43857.6727047804,43857.6727047804,"0.0%",44509.8981611033,44509.8981611033,44509.8981611033,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRAFFIC CONTROL INSPECTOR",49414.179822147,50016.5962079638,48951.4065793206,"1.1%",49944.9976301046,48986.4400271834,50924.2085632464,"-1.9%",51124.5917989529,50386.7239398286,52027.2569384032,"-1.6%",52916.4073462804,52444.0165280686,53776.5563165564,"-1.3%",52053.8400343486,52001.0186826299,52165.0989984234,"-0.2%",53450.6878601465,53337.712631079,53695.7065008782,"-0.3%",55752.0724637681,55921.4501728431,55415.0307857945,"0.5%"
"TRAFFIC DEVICE MAINTAINER",56508.6469120319,56483.9024521431,57640.422104049,"-1.0%",59062.3172276343,59034.1300878215,60295.4655062983,"-1.1%",59787.42386846,59749.9549767703,61690.0052562297,"-1.6%",58184.6047389028,58141.9905534464,61464.4316665359,"-2.8%",56114.3358098791,56131.9116290314,54965.1656407831,"1.1%",59681.9124191749,59718.7511043323,57537.1909508454,"1.9%",62379.5081081081,62581.6208264138,57450.339484808,"4.3%"
"TRAFFIC ENFORC AGENT",45504.713478986,45462.509732898,45589.1987162952,"-0.1%",45423.4443577625,45420.3214590322,45429.2885137658,"0.0%",48121.5473441775,48119.8822740063,48124.6094164651,"0.0%",48049.2031072002,48064.0481147191,48020.4726595518,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRAFFIC ENFORC AGENT-L 3 & 4 ONLY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46605.0397437694,46580.4836485761,46649.5948564132,"-0.1%",45864.1953279509,45807.7811736593,45976.698809007,"-0.2%",NA,NA,NA,NA
"TRAFFIC ENFORCEMENT AGENT",36560.9916737267,36323.2835077396,36842.1457127562,"-0.7%",36488.2715058253,36281.0842017554,36735.5766742761,"-0.6%",39415.9767108113,39217.0912161356,39649.0969586275,"-0.5%",39539.7882429274,39265.0556946559,39888.4261005449,"-0.8%",NA,NA,NA,NA,NA,NA,NA,NA,43705.7659685864,43645.984979418,43791.8512808081,"-0.2%"
"TRAFFIC ENFORCEMENT AGENT AL 1 & 2 ONLY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40434.2065892257,40353.2704921521,40540.8671737649,"-0.2%",40681.9494260131,40595.4913266545,40796.3620525462,"-0.2%",NA,NA,NA,NA
"TRAINER ASSISTANT",NA,NA,NA,NA,NA,NA,NA,NA,53071.7241991012,53010.6792443843,53153.0762600863,"-0.1%",56748.4743224087,56658.3304525536,56822.5634588874,"-0.1%",53977.5904122393,53571.3355071293,54488.3445635945,"-0.8%",55429.8687257176,55222.8988065364,55673.8697758456,"-0.4%",56661.9230769231,56426.3913412744,56876.842083587,"-0.4%"
"TRANSPORTATION BOROUGH COMMISSIONER",138905.600010117,139569.792861042,138245.978488449,"0.5%",140893.274123632,144267.342576092,135858.186874376,"3.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRANSPORTATION INSPECTOR",43120.000252918,43120.000252918,43120.000252918,"0.0%",45037.3697471566,45037.3697471566,45037.3697471566,"0.0%",45698.7995702578,45698.7995702578,45698.7995702578,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRANSPORTATION SPECIALIST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80145.8880597015,81838.3945874193,76938.2456461096,"3.1%"
"UFT SCHOOL SECRETARY ASSIGNED - NON SCHOOL BASED- 12 MONTH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53432.3244136474,NA,53432.3244136474,NA,57503.8815651177,NA,57503.8815651177,NA,58500.1168040971,NA,58500.1168040971,NA,63182.6666666667,66100,63179.8764882921,"2.3%"
"UNIVERSITY ADMINISTRATOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86337.2213451735,73316.4939976977,86798.8582537504,"-8.4%",NA,NA,NA,NA
"UNIVERSITY ARCHITECT",103970.48489447,103970.48489447,103970.48489447,"0.0%",103784.117875762,103784.117875762,103784.117875762,"0.0%",102709.299845093,102709.299845093,102709.299845093,"0.0%",111534.2955291,111534.2955291,111534.2955291,"0.0%",108427.289024429,108427.289024429,108427.289024429,"0.0%",106633.200789344,106633.200789344,106633.200789344,"0.0%",114610,114610,114610,"0.0%"
"UNIVERSITY ASSISTANT ADMINISTRATOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137971.973594569,137971.973594569,137971.973594569,"0.0%",137000,137000,137000,"0.0%"
"UNIVERSITY ASSISTANT ARCHITECT",57414.5459741771,57414.5459741771,NA,NA,54014.9724687259,54014.9724687259,NA,NA,55498.4890232527,55499.8083379423,50193.061113332,"5.0%",58048.7752755151,58050.0968340417,54506.2483505953,"3.1%",59875.5557059592,59875.5557059592,59875.5557059592,"0.0%",60945.8462776329,60945.0774034124,63006.8655766204,"-1.7%",63290,63290,NA,NA
"UNIVERSITY ASSISTANT DEAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137971.973594569,NA,137971.973594569,NA,137000,NA,137000,NA
"UNIVERSITY ASSISTANT ENGINEER",60315.9571051001,60315.9571051001,60315.9571051001,"0.0%",60207.8407957687,60207.8407957687,NA,NA,67330.3787227663,67330.3787227663,NA,NA,73116.3652648262,73116.3652648262,NA,NA,71079.5655397012,71079.5655397012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY DEAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178000,178000,178000,"0.0%"
"UNIVERSITY ENGINEER",95178.4285190384,95178.4285190384,95178.4285190384,"0.0%",95007.821255002,95007.821255002,95007.821255002,"0.0%",94023.8930641615,94023.8930641615,94023.8930641615,"0.0%",102102.304424213,102102.304424213,102102.304424213,"0.0%",99258.0445265471,99258.0445265471,99258.0445265471,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY ENGINEER TECH",44493.1830620787,42683.6992928184,46313.0704250288,"-4.1%",44413.4290637347,42607.1887928174,46230.0542799076,"-4.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY PAYROLL ANALYST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49567.5799280186,NA,49567.5799280186,NA,46449.2216505744,44151.0315502619,47767.5632585056,"-3.9%",57939.6666666667,47453,61306.3188720174,"-12.7%"
